statut_juridique,secteur_activite,taille,region,montant_financement
Personne physique,Commerce,TPE,Fès-Meknès,35971
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,78598
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,33976
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,71697
Coopérative,Artisanat,Start-up,Casablanca-Settat,153726
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,89990
Coopérative,Commerce,Start-up,Autre,138566
Personne physique,Commerce,Start-up,Casablanca-Settat,201396
Personne physique,Agriculture,TPE,Tanger-Tétouan,43286
Auto-entrepreneur,Commerce,Start-up,Fès-Meknès,144939
Personne physique,Agriculture,PME,Rabat-Salé-Kénitra,124418
Auto-entrepreneur,Artisanat,Start-up,Marrakech-Safi,145113
Personne physique,Tech,Start-up,Fès-Meknès,383950
Personne physique,Agriculture,Start-up,Marrakech-Safi,231108
Auto-entrepreneur,Tourisme,TPE,Fès-Meknès,37562
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,85965
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,35021
Personne physique,Artisanat,TPE,Marrakech-Safi,39012
Personne physique,Industrie,TPE,Fès-Meknès,45994
Coopérative,Artisanat,TPE,Tanger-Tétouan,32126
Auto-entrepreneur,Industrie,TPE,Marrakech-Safi,54869
Personne physique,Agriculture,PME,Rabat-Salé-Kénitra,124695
Personne physique,Tech,Start-up,Fès-Meknès,266546
Auto-entrepreneur,Tourisme,TPE,Rabat-Salé-Kénitra,30407
Coopérative,Artisanat,TPE,Casablanca-Settat,33495
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,92321
Coopérative,Industrie,PME,Rabat-Salé-Kénitra,181289
Personne physique,Commerce,Start-up,Autre,207223
Coopérative,Tech,PME,Fès-Meknès,156415
Personne physique,Industrie,Start-up,Casablanca-Settat,381286
Auto-entrepreneur,Artisanat,TPE,Rabat-Salé-Kénitra,28717
Auto-entrepreneur,Agriculture,TPE,Tanger-Tétouan,27428
Auto-entrepreneur,Commerce,Start-up,Marrakech-Safi,187969
Coopérative,Tech,PME,Rabat-Salé-Kénitra,221468
Personne physique,Artisanat,Start-up,Casablanca-Settat,203226
Auto-entrepreneur,Artisanat,PME,Rabat-Salé-Kénitra,100670
Auto-entrepreneur,Artisanat,TPE,Marrakech-Safi,30659
Personne physique,Artisanat,PME,Casablanca-Settat,133158
Auto-entrepreneur,Industrie,Start-up,Fès-Meknès,221971
Personne physique,Artisanat,Start-up,Casablanca-Settat,211565
Personne physique,Commerce,TPE,Fès-Meknès,48446
Personne physique,Tech,PME,Casablanca-Settat,251784
Personne physique,Industrie,PME,Marrakech-Safi,152221
Personne physique,Artisanat,PME,Marrakech-Safi,105769
Coopérative,Tourisme,TPE,Casablanca-Settat,46107
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,98622
Coopérative,Tech,Start-up,Marrakech-Safi,373324
Auto-entrepreneur,Agriculture,PME,Fès-Meknès,79365
Coopérative,Agriculture,TPE,Fès-Meknès,29789
Personne physique,Industrie,PME,Tanger-Tétouan,209892
Auto-entrepreneur,Industrie,PME,Autre,127796
Auto-entrepreneur,Industrie,Start-up,Autre,178259
Coopérative,Agriculture,PME,Autre,101018
Coopérative,Tourisme,Start-up,Fès-Meknès,200211
Auto-entrepreneur,Agriculture,Start-up,Tanger-Tétouan,132128
Coopérative,Commerce,TPE,Autre,40932
Coopérative,Artisanat,Start-up,Autre,144246
Coopérative,Industrie,Start-up,Casablanca-Settat,304104
Personne physique,Tourisme,TPE,Casablanca-Settat,49898
Personne physique,Tech,Start-up,Casablanca-Settat,402053
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,59913
Coopérative,Artisanat,PME,Autre,77812
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,47464
Personne physique,Agriculture,Start-up,Tanger-Tétouan,224535
Auto-entrepreneur,Agriculture,TPE,Fès-Meknès,24926
Auto-entrepreneur,Commerce,Start-up,Autre,159328
Personne physique,Commerce,PME,Fès-Meknès,135988
Coopérative,Agriculture,TPE,Casablanca-Settat,34166
Coopérative,Tech,PME,Autre,137102
Coopérative,Industrie,Start-up,Marrakech-Safi,249773
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,342411
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,91604
Personne physique,Artisanat,TPE,Autre,30569
Coopérative,Agriculture,TPE,Casablanca-Settat,40429
Auto-entrepreneur,Commerce,Start-up,Rabat-Salé-Kénitra,185560
Coopérative,Commerce,PME,Casablanca-Settat,114835
Personne physique,Industrie,PME,Tanger-Tétouan,172802
Auto-entrepreneur,Agriculture,TPE,Fès-Meknès,33785
Personne physique,Industrie,TPE,Marrakech-Safi,70589
Personne physique,Agriculture,TPE,Fès-Meknès,43501
Auto-entrepreneur,Industrie,PME,Fès-Meknès,140318
Auto-entrepreneur,Tech,TPE,Tanger-Tétouan,53991
Auto-entrepreneur,Artisanat,TPE,Rabat-Salé-Kénitra,27436
Auto-entrepreneur,Artisanat,Start-up,Marrakech-Safi,118998
Auto-entrepreneur,Agriculture,TPE,Rabat-Salé-Kénitra,28312
Auto-entrepreneur,Tourisme,TPE,Autre,34841
Auto-entrepreneur,Commerce,PME,Fès-Meknès,87590
Coopérative,Commerce,PME,Autre,93140
Personne physique,Agriculture,Start-up,Casablanca-Settat,263841
Auto-entrepreneur,Industrie,TPE,Fès-Meknès,39908
Coopérative,Tourisme,Start-up,Rabat-Salé-Kénitra,182692
Coopérative,Tech,PME,Fès-Meknès,150728
Coopérative,Industrie,Start-up,Casablanca-Settat,306481
Personne physique,Industrie,PME,Tanger-Tétouan,189206
Auto-entrepreneur,Agriculture,Start-up,Autre,136237
Coopérative,Agriculture,Start-up,Autre,164295
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,49773
Personne physique,Agriculture,Start-up,Fès-Meknès,214176
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,49693
Coopérative,Agriculture,TPE,Tanger-Tétouan,40669
Auto-entrepreneur,Commerce,TPE,Fès-Meknès,33138
Coopérative,Tech,TPE,Fès-Meknès,52181
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,277799
Auto-entrepreneur,Agriculture,PME,Rabat-Salé-Kénitra,82838
Auto-entrepreneur,Commerce,PME,Casablanca-Settat,119674
Auto-entrepreneur,Tech,PME,Tanger-Tétouan,188666
Personne physique,Industrie,Start-up,Casablanca-Settat,331146
Auto-entrepreneur,Tech,TPE,Autre,41423
Coopérative,Tech,PME,Fès-Meknès,182097
Auto-entrepreneur,Commerce,Start-up,Rabat-Salé-Kénitra,209612
Coopérative,Industrie,TPE,Fès-Meknès,53303
Personne physique,Commerce,PME,Fès-Meknès,136117
Coopérative,Agriculture,TPE,Marrakech-Safi,40322
Coopérative,Artisanat,PME,Autre,99751
Auto-entrepreneur,Tech,PME,Marrakech-Safi,186159
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,87707
Coopérative,Commerce,TPE,Rabat-Salé-Kénitra,35891
Auto-entrepreneur,Commerce,Start-up,Fès-Meknès,133071
Personne physique,Commerce,TPE,Autre,38519
Personne physique,Artisanat,PME,Marrakech-Safi,89226
Auto-entrepreneur,Commerce,TPE,Rabat-Salé-Kénitra,42300
Personne physique,Agriculture,Start-up,Fès-Meknès,174034
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,38800
Coopérative,Tourisme,Start-up,Autre,174058
Coopérative,Artisanat,Start-up,Autre,131725
Personne physique,Tourisme,TPE,Tanger-Tétouan,52833
Auto-entrepreneur,Commerce,PME,Fès-Meknès,91602
Auto-entrepreneur,Agriculture,Start-up,Autre,137681
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,61919
Coopérative,Industrie,Start-up,Fès-Meknès,273988
Personne physique,Industrie,PME,Fès-Meknès,156557
Coopérative,Commerce,TPE,Marrakech-Safi,39560
Auto-entrepreneur,Agriculture,TPE,Autre,29852
Coopérative,Artisanat,TPE,Autre,30836
Personne physique,Tourisme,PME,Tanger-Tétouan,148243
Auto-entrepreneur,Tourisme,Start-up,Marrakech-Safi,181041
Personne physique,Tourisme,TPE,Marrakech-Safi,41958
Personne physique,Artisanat,Start-up,Autre,178759
Coopérative,Industrie,Start-up,Fès-Meknès,236992
Personne physique,Agriculture,PME,Marrakech-Safi,120360
Coopérative,Artisanat,TPE,Tanger-Tétouan,30256
Auto-entrepreneur,Tourisme,Start-up,Marrakech-Safi,205566
Coopérative,Commerce,TPE,Tanger-Tétouan,37208
Auto-entrepreneur,Tech,TPE,Marrakech-Safi,53449
Coopérative,Artisanat,PME,Tanger-Tétouan,101675
Personne physique,Artisanat,TPE,Marrakech-Safi,36434
Coopérative,Agriculture,TPE,Marrakech-Safi,30344
Coopérative,Agriculture,Start-up,Rabat-Salé-Kénitra,189618
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,91912
Personne physique,Tourisme,TPE,Tanger-Tétouan,53857
Coopérative,Tech,Start-up,Tanger-Tétouan,331273
Personne physique,Agriculture,PME,Casablanca-Settat,125151
Coopérative,Tourisme,PME,Marrakech-Safi,108191
Coopérative,Commerce,Start-up,Tanger-Tétouan,219772
Personne physique,Agriculture,Start-up,Autre,202649
Coopérative,Tourisme,Start-up,Casablanca-Settat,199043
Personne physique,Tourisme,Start-up,Rabat-Salé-Kénitra,207960
Coopérative,Tech,Start-up,Tanger-Tétouan,342107
Auto-entrepreneur,Tech,TPE,Tanger-Tétouan,51855
Personne physique,Commerce,TPE,Casablanca-Settat,43130
Coopérative,Tourisme,PME,Marrakech-Safi,104601
Coopérative,Industrie,TPE,Autre,44012
Auto-entrepreneur,Tourisme,TPE,Rabat-Salé-Kénitra,36704
Personne physique,Tech,TPE,Tanger-Tétouan,76519
Coopérative,Industrie,Start-up,Marrakech-Safi,252321
Auto-entrepreneur,Agriculture,PME,Autre,80477
Coopérative,Agriculture,PME,Autre,88837
Personne physique,Artisanat,PME,Rabat-Salé-Kénitra,109292
Coopérative,Tech,PME,Fès-Meknès,156613
Coopérative,Artisanat,TPE,Autre,28187
Coopérative,Industrie,TPE,Fès-Meknès,55490
Coopérative,Tech,Start-up,Autre,230178
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,86099
Auto-entrepreneur,Tourisme,TPE,Casablanca-Settat,32870
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,45262
Auto-entrepreneur,Industrie,Start-up,Rabat-Salé-Kénitra,287729
Auto-entrepreneur,Tech,Start-up,Casablanca-Settat,247002
Personne physique,Industrie,Start-up,Casablanca-Settat,387639
Auto-entrepreneur,Tourisme,TPE,Marrakech-Safi,30330
Auto-entrepreneur,Agriculture,TPE,Autre,32740
Personne physique,Agriculture,Start-up,Marrakech-Safi,198628
Personne physique,Industrie,PME,Casablanca-Settat,210621
Personne physique,Artisanat,Start-up,Fès-Meknès,166960
Coopérative,Tech,Start-up,Fès-Meknès,296503
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,375057
Personne physique,Agriculture,Start-up,Tanger-Tétouan,220471
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,44329
Personne physique,Tourisme,PME,Rabat-Salé-Kénitra,119730
Coopérative,Commerce,Start-up,Tanger-Tétouan,161828
Coopérative,Commerce,PME,Autre,115732
Auto-entrepreneur,Industrie,PME,Casablanca-Settat,160262
Auto-entrepreneur,Agriculture,PME,Fès-Meknès,90528
Personne physique,Agriculture,Start-up,Rabat-Salé-Kénitra,225168
Coopérative,Agriculture,TPE,Tanger-Tétouan,41167
Coopérative,Industrie,Start-up,Marrakech-Safi,283918
Coopérative,Artisanat,PME,Rabat-Salé-Kénitra,109657
Personne physique,Commerce,PME,Fès-Meknès,133977
Auto-entrepreneur,Industrie,TPE,Casablanca-Settat,49764
Personne physique,Tech,Start-up,Rabat-Salé-Kénitra,334290
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,127061
Auto-entrepreneur,Artisanat,TPE,Autre,23962
Personne physique,Tech,PME,Tanger-Tétouan,243880
Auto-entrepreneur,Commerce,TPE,Marrakech-Safi,28148
Auto-entrepreneur,Agriculture,TPE,Marrakech-Safi,26345
Coopérative,Commerce,Start-up,Casablanca-Settat,246307
Auto-entrepreneur,Industrie,PME,Fès-Meknès,144923
Personne physique,Tourisme,Start-up,Casablanca-Settat,235580
Personne physique,Industrie,PME,Rabat-Salé-Kénitra,208283
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,157133
Coopérative,Artisanat,PME,Marrakech-Safi,95679
Coopérative,Tourisme,Start-up,Fès-Meknès,161508
Auto-entrepreneur,Tech,TPE,Tanger-Tétouan,62993
Auto-entrepreneur,Tech,PME,Fès-Meknès,182967
Personne physique,Artisanat,PME,Rabat-Salé-Kénitra,95793
Auto-entrepreneur,Artisanat,TPE,Tanger-Tétouan,31926
Coopérative,Agriculture,Start-up,Fès-Meknès,196845
Auto-entrepreneur,Tech,PME,Fès-Meknès,162756
Personne physique,Tourisme,PME,Tanger-Tétouan,143434
Personne physique,Tech,Start-up,Rabat-Salé-Kénitra,350189
Personne physique,Agriculture,TPE,Fès-Meknès,34683
Personne physique,Industrie,Start-up,Tanger-Tétouan,326638
Personne physique,Artisanat,Start-up,Autre,180298
Auto-entrepreneur,Artisanat,Start-up,Autre,133766
Auto-entrepreneur,Agriculture,PME,Rabat-Salé-Kénitra,101267
Auto-entrepreneur,Tourisme,TPE,Tanger-Tétouan,31089
Auto-entrepreneur,Artisanat,TPE,Autre,20699
Personne physique,Commerce,Start-up,Tanger-Tétouan,207884
Coopérative,Artisanat,PME,Fès-Meknès,73592
Auto-entrepreneur,Commerce,Start-up,Rabat-Salé-Kénitra,183450
Coopérative,Agriculture,PME,Autre,92641
Auto-entrepreneur,Agriculture,PME,Fès-Meknès,100582
Auto-entrepreneur,Artisanat,PME,Casablanca-Settat,85217
Coopérative,Tech,PME,Casablanca-Settat,215632
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,45298
Auto-entrepreneur,Tourisme,PME,Autre,77943
Auto-entrepreneur,Artisanat,PME,Autre,62669
Auto-entrepreneur,Tourisme,Start-up,Autre,148416
Coopérative,Artisanat,Start-up,Tanger-Tétouan,181581
Personne physique,Tech,TPE,Fès-Meknès,57111
Coopérative,Tech,Start-up,Autre,307415
Coopérative,Tech,PME,Fès-Meknès,213547
Personne physique,Industrie,Start-up,Rabat-Salé-Kénitra,351612
Coopérative,Tech,TPE,Autre,50870
Personne physique,Agriculture,Start-up,Rabat-Salé-Kénitra,244303
Auto-entrepreneur,Agriculture,Start-up,Autre,120563
Personne physique,Industrie,TPE,Casablanca-Settat,65159
Auto-entrepreneur,Commerce,TPE,Marrakech-Safi,39271
Coopérative,Tourisme,PME,Rabat-Salé-Kénitra,134784
Coopérative,Artisanat,Start-up,Autre,136854
Auto-entrepreneur,Artisanat,PME,Marrakech-Safi,77039
Coopérative,Industrie,Start-up,Rabat-Salé-Kénitra,269336
Personne physique,Agriculture,Start-up,Tanger-Tétouan,200715
Auto-entrepreneur,Artisanat,PME,Autre,70128
Coopérative,Agriculture,Start-up,Tanger-Tétouan,213766
Auto-entrepreneur,Commerce,Start-up,Casablanca-Settat,219394
Personne physique,Tourisme,Start-up,Autre,232524
Personne physique,Commerce,TPE,Casablanca-Settat,45288
Coopérative,Industrie,PME,Marrakech-Safi,174396
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,85343
Auto-entrepreneur,Tech,PME,Fès-Meknès,181971
Personne physique,Tech,PME,Casablanca-Settat,223084
Auto-entrepreneur,Commerce,Start-up,Fès-Meknès,136460
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,66254
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,48707
Coopérative,Tech,TPE,Marrakech-Safi,66594
Personne physique,Industrie,TPE,Rabat-Salé-Kénitra,71816
Auto-entrepreneur,Industrie,PME,Autre,118844
Auto-entrepreneur,Tech,TPE,Casablanca-Settat,53406
Personne physique,Tech,PME,Fès-Meknès,189845
Coopérative,Tourisme,TPE,Rabat-Salé-Kénitra,40034
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,56425
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,121215
Auto-entrepreneur,Industrie,TPE,Casablanca-Settat,52984
Coopérative,Tech,Start-up,Marrakech-Safi,342861
Personne physique,Commerce,PME,Rabat-Salé-Kénitra,125987
Auto-entrepreneur,Commerce,PME,Casablanca-Settat,104378
Auto-entrepreneur,Industrie,PME,Fès-Meknès,135299
Coopérative,Tourisme,Start-up,Autre,209763
Personne physique,Commerce,PME,Tanger-Tétouan,104054
Coopérative,Tourisme,TPE,Casablanca-Settat,49982
Personne physique,Commerce,TPE,Tanger-Tétouan,40273
Personne physique,Commerce,TPE,Rabat-Salé-Kénitra,50955
Personne physique,Tourisme,PME,Rabat-Salé-Kénitra,158885
Auto-entrepreneur,Artisanat,TPE,Casablanca-Settat,28937
Coopérative,Commerce,PME,Tanger-Tétouan,123649
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,57144
Personne physique,Industrie,Start-up,Fès-Meknès,330176
Auto-entrepreneur,Artisanat,Start-up,Marrakech-Safi,134651
Auto-entrepreneur,Tourisme,Start-up,Marrakech-Safi,176805
Coopérative,Artisanat,Start-up,Rabat-Salé-Kénitra,178986
Auto-entrepreneur,Agriculture,PME,Tanger-Tétouan,108320
Auto-entrepreneur,Agriculture,TPE,Autre,25763
Personne physique,Commerce,Start-up,Rabat-Salé-Kénitra,237525
Auto-entrepreneur,Commerce,PME,Autre,87834
Personne physique,Tech,Start-up,Autre,298457
Coopérative,Industrie,Start-up,Tanger-Tétouan,290523
Auto-entrepreneur,Artisanat,PME,Autre,72188
Coopérative,Agriculture,PME,Fès-Meknès,96284
Coopérative,Commerce,TPE,Tanger-Tétouan,43389
Auto-entrepreneur,Industrie,TPE,Rabat-Salé-Kénitra,42362
Auto-entrepreneur,Artisanat,Start-up,Fès-Meknès,142357
Coopérative,Commerce,Start-up,Casablanca-Settat,189230
Auto-entrepreneur,Commerce,TPE,Marrakech-Safi,27411
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,36402
Personne physique,Agriculture,PME,Rabat-Salé-Kénitra,131376
Auto-entrepreneur,Commerce,TPE,Rabat-Salé-Kénitra,38686
Coopérative,Tourisme,TPE,Fès-Meknès,31104
Auto-entrepreneur,Commerce,Start-up,Casablanca-Settat,152325
Auto-entrepreneur,Industrie,TPE,Tanger-Tétouan,55729
Coopérative,Commerce,Start-up,Casablanca-Settat,174469
Coopérative,Tech,TPE,Fès-Meknès,69287
Personne physique,Tech,PME,Rabat-Salé-Kénitra,196524
Coopérative,Tech,TPE,Marrakech-Safi,69048
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,43654
Coopérative,Tourisme,TPE,Tanger-Tétouan,46312
Auto-entrepreneur,Commerce,Start-up,Autre,165268
Personne physique,Tech,PME,Marrakech-Safi,201752
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,39242
Personne physique,Agriculture,Start-up,Marrakech-Safi,218616
Auto-entrepreneur,Commerce,PME,Autre,96092
Auto-entrepreneur,Industrie,Start-up,Casablanca-Settat,211507
Auto-entrepreneur,Artisanat,Start-up,Fès-Meknès,106901
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,120329
Auto-entrepreneur,Artisanat,TPE,Tanger-Tétouan,25305
Personne physique,Tech,Start-up,Casablanca-Settat,405965
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,144308
Personne physique,Tech,TPE,Casablanca-Settat,88194
Auto-entrepreneur,Agriculture,TPE,Tanger-Tétouan,37337
Coopérative,Artisanat,PME,Rabat-Salé-Kénitra,118943
Personne physique,Commerce,PME,Autre,98854
Coopérative,Tech,PME,Autre,194796
Personne physique,Commerce,TPE,Tanger-Tétouan,38522
Coopérative,Tourisme,Start-up,Marrakech-Safi,209856
Auto-entrepreneur,Tech,Start-up,Tanger-Tétouan,280647
Auto-entrepreneur,Artisanat,PME,Marrakech-Safi,67804
Auto-entrepreneur,Tech,TPE,Rabat-Salé-Kénitra,68979
Personne physique,Commerce,Start-up,Marrakech-Safi,176658
Coopérative,Agriculture,PME,Rabat-Salé-Kénitra,121938
Auto-entrepreneur,Tech,Start-up,Rabat-Salé-Kénitra,327517
Coopérative,Artisanat,Start-up,Fès-Meknès,167298
Coopérative,Tourisme,TPE,Rabat-Salé-Kénitra,36325
Auto-entrepreneur,Industrie,TPE,Marrakech-Safi,46993
Auto-entrepreneur,Agriculture,Start-up,Fès-Meknès,172029
Coopérative,Tourisme,PME,Fès-Meknès,106315
Auto-entrepreneur,Tech,TPE,Rabat-Salé-Kénitra,58041
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,154550
Auto-entrepreneur,Commerce,TPE,Tanger-Tétouan,33504
Personne physique,Artisanat,TPE,Autre,36387
Coopérative,Commerce,TPE,Fès-Meknès,35685
Coopérative,Agriculture,Start-up,Rabat-Salé-Kénitra,193227
Personne physique,Commerce,PME,Tanger-Tétouan,122603
Coopérative,Artisanat,PME,Rabat-Salé-Kénitra,97642
Auto-entrepreneur,Industrie,PME,Rabat-Salé-Kénitra,121878
Coopérative,Tech,TPE,Fès-Meknès,54673
Auto-entrepreneur,Tech,Start-up,Autre,245607
Personne physique,Commerce,TPE,Fès-Meknès,42536
Auto-entrepreneur,Tourisme,PME,Casablanca-Settat,116426
Coopérative,Tech,PME,Tanger-Tétouan,176739
Coopérative,Industrie,Start-up,Tanger-Tétouan,257915
Coopérative,Commerce,TPE,Tanger-Tétouan,34307
Personne physique,Artisanat,PME,Marrakech-Safi,122829
Personne physique,Industrie,Start-up,Rabat-Salé-Kénitra,317740
Coopérative,Commerce,TPE,Fès-Meknès,29265
Auto-entrepreneur,Industrie,TPE,Tanger-Tétouan,38773
Personne physique,Tech,PME,Casablanca-Settat,274702
Coopérative,Artisanat,PME,Tanger-Tétouan,83971
Coopérative,Commerce,TPE,Autre,38633
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,34579
Personne physique,Artisanat,PME,Rabat-Salé-Kénitra,128823
Personne physique,Agriculture,TPE,Fès-Meknès,43691
Auto-entrepreneur,Industrie,PME,Marrakech-Safi,148095
Auto-entrepreneur,Tourisme,TPE,Fès-Meknès,27483
Coopérative,Artisanat,PME,Tanger-Tétouan,85345
Personne physique,Industrie,Start-up,Autre,259937
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,103913
Personne physique,Tech,PME,Fès-Meknès,183355
Coopérative,Tech,Start-up,Marrakech-Safi,256151
Auto-entrepreneur,Tourisme,TPE,Fès-Meknès,35433
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,148420
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,76709
Coopérative,Artisanat,TPE,Tanger-Tétouan,25678
Personne physique,Industrie,Start-up,Tanger-Tétouan,359351
Auto-entrepreneur,Tourisme,TPE,Tanger-Tétouan,35741
Coopérative,Artisanat,TPE,Tanger-Tétouan,34726
Personne physique,Industrie,Start-up,Tanger-Tétouan,294278
Coopérative,Tech,TPE,Casablanca-Settat,56637
Personne physique,Agriculture,Start-up,Marrakech-Safi,184768
Coopérative,Industrie,PME,Tanger-Tétouan,150343
Personne physique,Tech,TPE,Marrakech-Safi,79474
Auto-entrepreneur,Tech,PME,Autre,160528
Personne physique,Agriculture,PME,Tanger-Tétouan,109221
Coopérative,Tech,TPE,Fès-Meknès,71048
Coopérative,Tourisme,Start-up,Tanger-Tétouan,188045
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,50370
Auto-entrepreneur,Tech,PME,Casablanca-Settat,221476
Auto-entrepreneur,Commerce,PME,Fès-Meknès,84931
Personne physique,Industrie,Start-up,Fès-Meknès,263652
Personne physique,Tech,TPE,Rabat-Salé-Kénitra,73090
Coopérative,Tourisme,PME,Tanger-Tétouan,129475
Auto-entrepreneur,Artisanat,PME,Casablanca-Settat,93437
Personne physique,Tech,PME,Fès-Meknès,236961
Auto-entrepreneur,Artisanat,Start-up,Casablanca-Settat,167798
Personne physique,Commerce,PME,Fès-Meknès,107174
Personne physique,Tech,PME,Tanger-Tétouan,176828
Auto-entrepreneur,Agriculture,TPE,Autre,30970
Personne physique,Artisanat,TPE,Fès-Meknès,28707
Personne physique,Commerce,PME,Autre,127954
Coopérative,Agriculture,PME,Fès-Meknès,94845
Personne physique,Agriculture,TPE,Marrakech-Safi,37230
Personne physique,Agriculture,Start-up,Tanger-Tétouan,160864
Personne physique,Agriculture,Start-up,Rabat-Salé-Kénitra,226885
Coopérative,Tech,Start-up,Autre,239645
Auto-entrepreneur,Industrie,Start-up,Rabat-Salé-Kénitra,279506
Coopérative,Tech,Start-up,Tanger-Tétouan,313975
Coopérative,Tech,Start-up,Rabat-Salé-Kénitra,368360
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,175707
Coopérative,Commerce,Start-up,Rabat-Salé-Kénitra,167271
Auto-entrepreneur,Industrie,TPE,Autre,47790
Coopérative,Commerce,Start-up,Marrakech-Safi,158340
Auto-entrepreneur,Tourisme,Start-up,Rabat-Salé-Kénitra,187390
Personne physique,Industrie,Start-up,Autre,234614
Coopérative,Commerce,PME,Fès-Meknès,120016
Coopérative,Industrie,TPE,Tanger-Tétouan,62890
Coopérative,Tech,TPE,Casablanca-Settat,70800
Coopérative,Tech,TPE,Casablanca-Settat,70053
Personne physique,Industrie,Start-up,Tanger-Tétouan,331676
Coopérative,Tourisme,Start-up,Marrakech-Safi,162411
Personne physique,Tourisme,PME,Rabat-Salé-Kénitra,165437
Personne physique,Industrie,TPE,Marrakech-Safi,52739
Personne physique,Commerce,Start-up,Casablanca-Settat,279015
Personne physique,Artisanat,TPE,Autre,34477
Auto-entrepreneur,Tourisme,PME,Tanger-Tétouan,119848
Auto-entrepreneur,Agriculture,PME,Tanger-Tétouan,101998
Coopérative,Tech,PME,Marrakech-Safi,186858
Auto-entrepreneur,Industrie,TPE,Autre,44438
Auto-entrepreneur,Agriculture,Start-up,Marrakech-Safi,130970
Coopérative,Industrie,Start-up,Rabat-Salé-Kénitra,297557
Coopérative,Tech,PME,Fès-Meknès,188606
Coopérative,Tech,Start-up,Autre,327862
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,102832
Auto-entrepreneur,Tourisme,TPE,Rabat-Salé-Kénitra,31406
Coopérative,Agriculture,PME,Fès-Meknès,94646
Personne physique,Industrie,TPE,Casablanca-Settat,70109
Coopérative,Tech,PME,Fès-Meknès,160824
Personne physique,Agriculture,Start-up,Rabat-Salé-Kénitra,191564
Personne physique,Artisanat,Start-up,Fès-Meknès,187561
Coopérative,Agriculture,PME,Tanger-Tétouan,111643
Coopérative,Commerce,Start-up,Marrakech-Safi,191902
Coopérative,Agriculture,Start-up,Casablanca-Settat,183621
Auto-entrepreneur,Commerce,Start-up,Tanger-Tétouan,185703
Personne physique,Commerce,TPE,Tanger-Tétouan,38891
Auto-entrepreneur,Commerce,Start-up,Rabat-Salé-Kénitra,195426
Auto-entrepreneur,Artisanat,TPE,Marrakech-Safi,23185
Coopérative,Agriculture,PME,Marrakech-Safi,123748
Auto-entrepreneur,Agriculture,Start-up,Autre,143975
Coopérative,Artisanat,Start-up,Casablanca-Settat,168989
Personne physique,Tech,Start-up,Rabat-Salé-Kénitra,383820
Coopérative,Tourisme,PME,Casablanca-Settat,140289
Auto-entrepreneur,Agriculture,TPE,Autre,24561
Auto-entrepreneur,Tourisme,TPE,Fès-Meknès,37705
Coopérative,Industrie,Start-up,Tanger-Tétouan,245800
Coopérative,Industrie,PME,Casablanca-Settat,207066
